locus_tag	ftype	length_bp	gene	EC_number	COG	product
DIFIKDCD_01718	CDS	255				hypothetical protein
DIFIKDCD_01719	CDS	1335				hypothetical protein
DIFIKDCD_01720	CDS	234				hypothetical protein
DIFIKDCD_01721	CDS	183				hypothetical protein
DIFIKDCD_01722	CDS	780				hypothetical protein
DIFIKDCD_01723	CDS	1902	yheS_2		COG0488	putative ATP-binding protein YheS
DIFIKDCD_01724	CDS	654				hypothetical protein
DIFIKDCD_01725	CDS	1179				hypothetical protein
DIFIKDCD_01726	CDS	1959	ligA	6.5.1.2		DNA ligase
DIFIKDCD_01727	CDS	2280	glgX	3.2.1.196		Glycogen debranching enzyme
DIFIKDCD_01728	CDS	1425	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
DIFIKDCD_01729	CDS	1263	licC_5		COG1455	Lichenan permease IIC component
DIFIKDCD_01730	CDS	897				hypothetical protein
DIFIKDCD_01731	CDS	318	ptcB	2.7.1.205	COG1440	PTS system cellobiose-specific EIIB component
DIFIKDCD_01732	CDS	318	licA_2		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
DIFIKDCD_01733	CDS	1356	celB		COG1455	PTS system cellobiose-specific EIIC component
DIFIKDCD_01734	CDS	1476		3.1.6.1	COG3119	Arylsulfatase
DIFIKDCD_01735	CDS	849		1.8.3.7	COG1262	Formylglycine-generating enzyme
DIFIKDCD_01736	CDS	771				hypothetical protein
DIFIKDCD_01737	CDS	204				hypothetical protein
DIFIKDCD_01738	CDS	609				hypothetical protein
DIFIKDCD_01739	CDS	171				hypothetical protein
DIFIKDCD_01740	CDS	567				hypothetical protein
DIFIKDCD_01741	CDS	165				hypothetical protein
DIFIKDCD_01742	CDS	1110				hypothetical protein
DIFIKDCD_01743	CDS	1242	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
DIFIKDCD_01744	CDS	1413				Iron-sulfur cluster assembly SufBD family protein
DIFIKDCD_01745	CDS	441	iscU			Iron-sulfur cluster assembly scaffold protein IscU
DIFIKDCD_01746	CDS	1227	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
DIFIKDCD_01747	CDS	1263				Iron-sulfur cluster assembly SufBD family protein
DIFIKDCD_01748	CDS	771				putative ABC transporter ATP-binding protein
DIFIKDCD_01749	CDS	195				hypothetical protein
DIFIKDCD_01750	CDS	1656	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
DIFIKDCD_01751	CDS	498	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
DIFIKDCD_01752	CDS	348				hypothetical protein
DIFIKDCD_01753	CDS	2022				hypothetical protein
DIFIKDCD_01754	CDS	642	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
DIFIKDCD_01755	CDS	1353	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
DIFIKDCD_01756	CDS	1059	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
DIFIKDCD_01757	CDS	1167	divIB		COG1589	Cell division protein DivIB
DIFIKDCD_01758	CDS	702	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
DIFIKDCD_01759	CDS	633	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
DIFIKDCD_01760	CDS	351				hypothetical protein
DIFIKDCD_01761	CDS	765				hypothetical protein
DIFIKDCD_01762	CDS	468				IS3 family transposase ISSpn11
DIFIKDCD_01763	CDS	480				hypothetical protein
DIFIKDCD_01764	CDS	426				hypothetical protein
DIFIKDCD_01765	CDS	645				hypothetical protein
DIFIKDCD_01766	CDS	222				hypothetical protein
DIFIKDCD_01767	CDS	240				hypothetical protein
DIFIKDCD_01768	CDS	633	liaR		COG2197	Transcriptional regulatory protein LiaR
DIFIKDCD_01769	CDS	996				hypothetical protein
DIFIKDCD_01770	CDS	699	liaF		COG4758	Protein LiaF
DIFIKDCD_01771	CDS	1011	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
DIFIKDCD_01772	CDS	1008		2.7.4.2		Phosphomevalonate kinase
DIFIKDCD_01773	CDS	954				hypothetical protein
DIFIKDCD_01774	CDS	879	galK_2	2.7.1.6		Galactokinase
DIFIKDCD_01775	CDS	330				hypothetical protein
DIFIKDCD_01776	CDS	501	rplJ			Large ribosomal subunit protein uL10
DIFIKDCD_01777	CDS	369	rplL		COG0222	Large ribosomal subunit protein bL12
DIFIKDCD_01778	CDS	171				hypothetical protein
DIFIKDCD_01779	CDS	255				hypothetical protein
DIFIKDCD_01780	CDS	324				hypothetical protein
DIFIKDCD_01781	CDS	255				hypothetical protein
DIFIKDCD_01782	CDS	234				hypothetical protein
DIFIKDCD_01783	CDS	588				hypothetical protein
DIFIKDCD_01784	CDS	288				hypothetical protein
DIFIKDCD_01785	CDS	144				hypothetical protein
DIFIKDCD_01786	CDS	297				hypothetical protein
DIFIKDCD_01787	CDS	414				IS630 family transposase ISSpn2
DIFIKDCD_01788	CDS	267				IS630 family transposase ISSpn2
DIFIKDCD_01789	CDS	804			COG3039	IS5 family transposase ISSpn7
DIFIKDCD_01790	CDS	447	hlyB			Alpha-hemolysin translocation ATP-binding protein HlyB
DIFIKDCD_01791	CDS	171				hypothetical protein
DIFIKDCD_01792	CDS	1347	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
DIFIKDCD_01793	CDS	351	rbfA		COG0858	Ribosome-binding factor A
DIFIKDCD_01794	CDS	2793	lepA_2			Elongation factor 4
DIFIKDCD_01795	CDS	300	rulQ		COG1358	RNA-binding protein YlxQ
DIFIKDCD_01796	CDS	294				hypothetical protein
DIFIKDCD_01797	CDS	1125	nusA		COG0195	Transcription termination/antitermination protein NusA
DIFIKDCD_01798	CDS	480	rimP		COG0779	Ribosome maturation factor RimP
DIFIKDCD_01799	CDS	636	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
DIFIKDCD_01800	CDS	795	ccrZ	2.7.1.15	COG0510	Cell cycle regulator CcrZ
DIFIKDCD_01801	CDS	612				hypothetical protein
DIFIKDCD_01802	CDS	249				hypothetical protein
DIFIKDCD_01803	CDS	690				hypothetical protein
DIFIKDCD_01804	CDS	234				hypothetical protein
DIFIKDCD_01805	CDS	1020	adhA	1.1.1.1	COG1064	Alcohol dehydrogenase 1
DIFIKDCD_01806	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
DIFIKDCD_01807	CDS	1419	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
DIFIKDCD_01808	CDS	624				hypothetical protein
DIFIKDCD_01809	CDS	945	sulA	2.5.1.15	COG0294	Dihydropteroate synthase
DIFIKDCD_01810	CDS	1323	fpgS_2	6.3.2.17		Folylpolyglutamate synthase
DIFIKDCD_01811	CDS	555	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
DIFIKDCD_01812	CDS	813	sulD		COG0801	Bifunctional folate synthesis protein
DIFIKDCD_01813	CDS	318				hypothetical protein
DIFIKDCD_01814	CDS	1083	pepQ	3.4.13.9		Xaa-Pro dipeptidase
DIFIKDCD_01815	CDS	783	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
DIFIKDCD_01816	CDS	1344	murT	6.3.5.13	COG0770	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
DIFIKDCD_01817	CDS	1317	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
DIFIKDCD_01818	CDS	1227			COG2223	L-lactate transporter
DIFIKDCD_01819	CDS	1575	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
DIFIKDCD_01820	CDS	771	lnrL	7.6.2.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
DIFIKDCD_01821	CDS	765				hypothetical protein
DIFIKDCD_01822	CDS	792				hypothetical protein
DIFIKDCD_01823	CDS	669	aqpZ2		COG0580	Aquaporin Z 2
DIFIKDCD_01824	CDS	534	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
DIFIKDCD_01825	CDS	315	trxA		COG3118	Thioredoxin
DIFIKDCD_01826	CDS	222				hypothetical protein
DIFIKDCD_01827	CDS	381				hypothetical protein
DIFIKDCD_01828	CDS	954				hypothetical protein
DIFIKDCD_01829	CDS	519	sstT_1		COG3633	Serine/threonine transporter SstT
DIFIKDCD_01830	CDS	444	sstT_2		COG3633	Serine/threonine transporter SstT
DIFIKDCD_01831	CDS	393	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
DIFIKDCD_01832	CDS	870	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
DIFIKDCD_01833	CDS	594	rfbC	5.1.3.-		Protein RmlC 
DIFIKDCD_01834	CDS	1050	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
DIFIKDCD_01835	CDS	852	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
DIFIKDCD_01836	CDS	312				hypothetical protein
DIFIKDCD_01837	CDS	1983	sarA_2		COG4166	Oligopeptide-binding protein SarA
DIFIKDCD_01838	CDS	1626	comA_2	3.4.22.-	COG2274	Transport/processing ATP-binding protein ComA
DIFIKDCD_01839	CDS	588	comA_3	3.4.22.-	COG2274	Transport/processing ATP-binding protein ComA
DIFIKDCD_01840	CDS	255				hypothetical protein
DIFIKDCD_01841	CDS	204				hypothetical protein
DIFIKDCD_01842	CDS	162				hypothetical protein
DIFIKDCD_01843	CDS	372				hypothetical protein
DIFIKDCD_01844	CDS	426				hypothetical protein
DIFIKDCD_01845	CDS	573				hypothetical protein
DIFIKDCD_01846	CDS	3351				hypothetical protein
DIFIKDCD_01847	CDS	471	argR_3		COG1438	Arginine regulator
DIFIKDCD_01848	CDS	2274	pepX	3.4.14.11		Xaa-Pro dipeptidyl-peptidase
DIFIKDCD_01849	CDS	537	nusG			Transcription termination/antitermination protein NusG
DIFIKDCD_01850	CDS	177				hypothetical protein
DIFIKDCD_01851	CDS	2196	pbp2a		COG0744	Penicillin-binding protein 2a
DIFIKDCD_01852	CDS	876				hypothetical protein
DIFIKDCD_01853	CDS	1008	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
DIFIKDCD_01854	CDS	963				hypothetical protein
DIFIKDCD_01855	CDS	402				hypothetical protein
DIFIKDCD_01856	CDS	882		2.7.1.-	COG1597	Putative lipid kinase
DIFIKDCD_01857	CDS	855				hypothetical protein
DIFIKDCD_01858	CDS	759				hypothetical protein
DIFIKDCD_01859	CDS	189				hypothetical protein
DIFIKDCD_01860	CDS	567				hypothetical protein
DIFIKDCD_01861	CDS	1557				hypothetical protein
DIFIKDCD_01862	CDS	162				hypothetical protein
DIFIKDCD_01863	CDS	1551	clcA			H(+)/Cl(-) exchange transporter ClcA
DIFIKDCD_01864	CDS	780	rnhB	3.1.26.4	COG0164	Ribonuclease HII
DIFIKDCD_01865	CDS	852	rbgA		COG1161	Ribosome biogenesis GTPase A
DIFIKDCD_01866	CDS	2472	iga_3	3.4.24.13		Immunoglobulin A1 protease
DIFIKDCD_01867	CDS	288				hypothetical protein
DIFIKDCD_01868	CDS	411	hit		COG0537	Protein hit
DIFIKDCD_01869	CDS	732	ecsA_2		COG1131	ABC-type transporter ATP-binding protein EcsA
DIFIKDCD_01870	CDS	1050				hypothetical protein
DIFIKDCD_01871	CDS	330				hypothetical protein
DIFIKDCD_01872	CDS	339				hypothetical protein
DIFIKDCD_01873	CDS	738	agrA_1			Accessory gene regulator A
DIFIKDCD_01874	CDS	1341				hypothetical protein
DIFIKDCD_01875	CDS	156				hypothetical protein
DIFIKDCD_01876	CDS	711				hypothetical protein
DIFIKDCD_01877	CDS	1692				hypothetical protein
DIFIKDCD_01878	CDS	1011	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DIFIKDCD_01879	CDS	1068				hypothetical protein
DIFIKDCD_01880	CDS	660				hypothetical protein
DIFIKDCD_01881	CDS	1623	ybiT_2		COG0488	putative ATP-binding protein YbiT
DIFIKDCD_01882	CDS	2553				hypothetical protein
DIFIKDCD_01883	CDS	339				hypothetical protein
DIFIKDCD_01884	CDS	807				hypothetical protein
DIFIKDCD_01885	tRNA	72				tRNA-Glu(ttc)
DIFIKDCD_01886	rRNA	1542				16S ribosomal RNA
DIFIKDCD_01887	tRNA	75				tRNA-Ala(tgc)
DIFIKDCD_01888	rRNA	2897				23S ribosomal RNA
DIFIKDCD_01889	rRNA	109				5S ribosomal RNA
DIFIKDCD_01890	CDS	1287	trhP	3.4.-.-	COG0826	tRNA hydroxylation protein P
DIFIKDCD_01891	CDS	726				hypothetical protein
DIFIKDCD_01892	CDS	720	uup_3	3.6.1.-		ATP-binding protein Uup
DIFIKDCD_01893	CDS	249	hasB	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
DIFIKDCD_01894	CDS	864				hypothetical protein
DIFIKDCD_01895	CDS	1446	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
DIFIKDCD_01896	CDS	732	cpsB	3.1.3.48		Tyrosine-protein phosphatase CpsB
DIFIKDCD_01897	CDS	693	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
DIFIKDCD_01898	CDS	684	cpsD	2.7.10.2		Tyrosine-protein kinase CpsD
DIFIKDCD_01899	CDS	1026	yfmC		COG4594	Fe(3+)-citrate-binding protein YfmC
DIFIKDCD_01900	CDS	1008	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
DIFIKDCD_01901	CDS	1008	yfhA		COG0609	putative siderophore transport system permease protein YfhA
DIFIKDCD_01902	CDS	795	fpuD	7.2.2.-		Petrobactin import ATP-binding protein FpuD
DIFIKDCD_01903	CDS	2946	nanA_2	3.2.1.18		Sialidase A
DIFIKDCD_01904	CDS	228				hypothetical protein
DIFIKDCD_01905	CDS	1128	ykoD_3	7.6.2.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
DIFIKDCD_01906	CDS	120				hypothetical protein
DIFIKDCD_01907	CDS	696				hypothetical protein
DIFIKDCD_01908	CDS	585				hypothetical protein
DIFIKDCD_01909	CDS	834		7.6.2.-		Putative multidrug export ATP-binding/permease protein
DIFIKDCD_01910	CDS	708	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
DIFIKDCD_01911	CDS	558	resA_2			Thiol-disulfide oxidoreductase ResA
DIFIKDCD_01912	CDS	1392	bcaP		COG0531	Branched-chain amino acid permease BcaP
DIFIKDCD_01913	CDS	126	comC1			Competence-stimulating peptide type 1
DIFIKDCD_01914	tRNA	74				tRNA-Arg(tct)
DIFIKDCD_01915	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
DIFIKDCD_01916	CDS	1182	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
DIFIKDCD_01917	CDS	252				IS630 family transposase ISSpn2
DIFIKDCD_01918	CDS	219				hypothetical protein
DIFIKDCD_01919	CDS	243	rpmE2		COG0254	Large ribosomal subunit protein bL31B
DIFIKDCD_01920	CDS	936	nrnA	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
DIFIKDCD_01921	CDS	444				Flavodoxin
DIFIKDCD_01922	tRNA	72				tRNA-Glu(ttc)
DIFIKDCD_01923	CDS	1356	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
DIFIKDCD_01924	CDS	777	recX			Regulatory protein RecX
DIFIKDCD_01925	CDS	534		3.6.1.15	COG3557	Nucleoside triphosphate/diphosphate phosphatase
DIFIKDCD_01926	CDS	2259	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
DIFIKDCD_01927	CDS	231				hypothetical protein
DIFIKDCD_01928	CDS	429		2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
DIFIKDCD_01929	CDS	303				hypothetical protein
DIFIKDCD_01930	CDS	1740	bbmA	3.2.1.-		Intracellular maltogenic amylase
DIFIKDCD_01931	CDS	1173				hypothetical protein
DIFIKDCD_01932	CDS	942	rfbP	2.7.8.6		Undecaprenyl-phosphate galactose phosphotransferase
DIFIKDCD_01933	CDS	1686				hypothetical protein
DIFIKDCD_01934	CDS	285				hypothetical protein
DIFIKDCD_01935	CDS	630				hypothetical protein
DIFIKDCD_01936	CDS	543				hypothetical protein
DIFIKDCD_01937	tRNA	74				tRNA-Asn(gtt)
DIFIKDCD_01938	tRNA	72				tRNA-Glu(ttc)
DIFIKDCD_01939	CDS	753	agrA_2			Accessory gene regulator A
DIFIKDCD_01940	CDS	1098				hypothetical protein
DIFIKDCD_01941	CDS	966	xerC_2		COG4974	Tyrosine recombinase XerC
DIFIKDCD_01942	CDS	414				hypothetical protein
DIFIKDCD_01943	CDS	237				hypothetical protein
DIFIKDCD_01944	CDS	1755	irtA	7.2.2.-	COG1132	Mycobactin import ATP-binding/permease protein IrtA
DIFIKDCD_01945	CDS	789				hypothetical protein
DIFIKDCD_01946	CDS	234				hypothetical protein
DIFIKDCD_01947	CDS	375				hypothetical protein
DIFIKDCD_01948	CDS	147				hypothetical protein
DIFIKDCD_01949	CDS	1617	ywjA		COG1132	putative ABC transporter ATP-binding protein YwjA
DIFIKDCD_01950	CDS	1038				hypothetical protein
DIFIKDCD_01951	CDS	1404	ramC	2.7.-.-	COG0515	putative SapB synthase
DIFIKDCD_01952	CDS	477				hypothetical protein
DIFIKDCD_01953	CDS	687	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
DIFIKDCD_01954	CDS	672	yxdL_2		COG1136	ABC transporter ATP-binding protein YxdL
DIFIKDCD_01955	CDS	330				hypothetical protein
DIFIKDCD_01956	CDS	798	xerC_3			Tyrosine recombinase XerC
DIFIKDCD_01957	CDS	126				hypothetical protein
DIFIKDCD_01958	CDS	903				hypothetical protein
DIFIKDCD_01959	CDS	354				hypothetical protein
DIFIKDCD_01960	CDS	894				hypothetical protein
DIFIKDCD_01961	CDS	105				hypothetical protein
DIFIKDCD_01962	CDS	246				hypothetical protein
DIFIKDCD_01963	CDS	750				hypothetical protein
DIFIKDCD_01964	CDS	444				IS66 family transposase ISEbi1
DIFIKDCD_01965	CDS	918	adcA_2		COG0803	Zinc-binding lipoprotein AdcA
DIFIKDCD_01966	CDS	183				hypothetical protein
DIFIKDCD_01967	rRNA	109				5S ribosomal RNA
DIFIKDCD_01968	tRNA	74				tRNA-Asn(gtt)
DIFIKDCD_01969	CDS	522				ISL3 family transposase IS1167
DIFIKDCD_01970	CDS	954			COG2826	IS30 family transposase ISSpn8
DIFIKDCD_01971	tRNA	86				tRNA-Leu(caa)
DIFIKDCD_01972	tRNA	74				tRNA-Gln(ttg)
DIFIKDCD_01973	tRNA	75				tRNA-His(gtg)
DIFIKDCD_01974	tRNA	73				tRNA-Trp(cca)
DIFIKDCD_01975	tRNA	83				tRNA-Tyr(gta)
DIFIKDCD_01976	tRNA	73				tRNA-Phe(gaa)
DIFIKDCD_01977	tRNA	74				tRNA-Met(cat)
DIFIKDCD_01978	tRNA	90				tRNA-Ser(tga)
DIFIKDCD_01979	tRNA	76				tRNA-Ile(gat)
DIFIKDCD_01980	tRNA	73				tRNA-Gly(tcc)
DIFIKDCD_01981	tRNA	73				tRNA-Val(tac)
DIFIKDCD_01982	CDS	993	rhaR			HTH-type transcriptional activator RhaR
DIFIKDCD_01983	CDS	297				hypothetical protein
DIFIKDCD_01984	CDS	237	pfbA		COG5434	Plasmin and fibronectin-binding protein A
DIFIKDCD_01985	CDS	750	btrD	3.5.1.112		2'-N-acetylparomamine deacetylase
DIFIKDCD_01986	CDS	348				hypothetical protein
DIFIKDCD_01987	CDS	285	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
DIFIKDCD_01988	CDS	258				ISL3 family transposase IS1167
DIFIKDCD_01989	CDS	480				hypothetical protein
DIFIKDCD_01990	CDS	297				hypothetical protein
DIFIKDCD_01991	CDS	354				IS630 family transposase ISSpn2
DIFIKDCD_01992	CDS	237				hypothetical protein
DIFIKDCD_01993	CDS	267				IS630 family transposase ISSpn2
DIFIKDCD_01994	tRNA	72				tRNA-Glu(ttc)
DIFIKDCD_01995	CDS	150				hypothetical protein
